"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_US_PATH2198_R1","GPS_US_PATH2202_R1","GPS_US_PATH2210_R1","GPS_US_PATH2228_R1","GPS_US_PATH2234_R1","GPS_US_PATH2242_R1","GPS_US_PATH2248_R1","GPS_US_PATH2249_R1","GPS_US_PATH2250_R1","GPS_US_PATH2255_R1","GPS_US_PATH2268_R1","GPS_US_PATH2274_R1","GPS_US_PATH2296_R1","GPS_US_PATH2298_R1","GPS_US_PATH2307_R1","GPS_US_PATH3382_R1","GPS_US_PATH5902_R1","GPS_US_PATH5908_R1","GPS_US_PATH5912_R1","GPS_US_PATH5916_R1","GPS_US_PATH5924_R1","GPS_US_PATH5938_R1","PATH2203","PATH2207","PATH2211","PATH2215","PATH2218","PATH2220","PATH2225","PATH2226","PATH2229","PATH2230","PATH2231","PATH2233","PATH2239","PATH2240","PATH2251","PATH2253","PATH2256","PATH2261","PATH2262","PATH2263","PATH2264","PATH2265","PATH2267","PATH2272","PATH2279","PATH2280","PATH2281","PATH2285","PATH2290","PATH2294","PATH2295","PATH2297","PATH2300","PATH2311","PATH2313","PATH3356","PATH3359","PATH3360","PATH3366","PATH3370","PATH3375","PATH3379","PATH3383","PATH5904","PATH5906","PATH5907","PATH5909","PATH5915","PATH5922","PATH5923","PATH5926","PATH5930","PATH5931","PATH5934","PATH5935","PATH5941","PATH5942","PATH5944","PATH5946","PATH5947","PATH5950","PATH5952","PATH5953","PATH5960"
"group_187","","IS3-Spn1 transposase","1","1","1","1","3927","1","334","","167","167","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#93_02101","","","","","","","","","","","","","","","","","","","",""
"gmuD_3","","glycosyl hydrolase family protein","1","1","1","1","1321","","","","380","380","380","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#46_02156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_188","","transposase","1","1","1","1","3929","1","337","","167","167","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_4#85_01483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1891","phoP","response regulator","1","1","1","1","557","128","1","","707","707","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#75_01147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1892","phoP","response regulator","1","1","1","1","558","431","1","","707","707","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#27_01243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1893","phoP","response regulator","1","1","1","1","571","272","1","","707","707","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#12_01099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1894","phoP","response regulator","1","1","1","1","556","338","1","","707","707","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#71_01688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_190","","IS3-Spn1 transposase","1","1","1","1","1685","1","315","","167","167","167","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#63_00235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_191","","degenerate transposase (Orf1)","1","1","1","1","3573","1","370","","269","269","269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#93_02160","","","","","","","","","","","","","","","","","","","",""
"pepQ_2","","X-Pro dipeptidase","1","1","1","1","2104","198","1","","344","344","344","19084_7#73_02038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_192","","IS3-Spn1 transposase","1","1","1","1","3572","1","369","","167","167","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#93_02161","","","","","","","","","","","","","","","","","","","",""
"group_193","","degenerate transposase (Orf1)","1","1","1","1","2111","282","1","","281","281","281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#37_02153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_194","","IS3-Spn1 transposase","1","1","1","1","2110","282","2","","167","167","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#37_02154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1949","","hypothetical protein","1","1","1","39","1","229","1","Investigate","191","191","191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_8#9_02194","","","","","","","","","","","","","","","","","","","","","","",""
"group_196","","IS3-Spn1 transposase","1","1","1","1","1687","1","122","","167","167","167","","","","","","","","","","","","","","","","","","19084_8#107_01771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1961","","ABC transporter ATP-binding protein","1","1","1","1","2525","1","2569","","533","533","533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#94_00017","","","","","","","","","","","","","","",""
"group_1969","","binding-protein-dependent transport systems inner membrane component","1","1","1","1","777","1","1935","","767","767","767","","","","","","","19084_7#85_01865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trcF_2","","transcription-repair coupling factor","1","1","1","1","1424","285","1","","1175","1175","1175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11893_8#29_00449","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1993","","hypothetical protein","1","1","1","1","3989","239","1","","197","197","197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#33_02105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2010","","Phage protein","1","1","1","1","4927","1","966","","146","146","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_8#11_01262","","","","","","","","","","","","","","","","","",""
"group_2011","","Phage protein","1","1","1","1","4934","1","965","","146","146","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_8#56_02147","","","","","","","","","","","","",""
"group_2012","","Phage protein","1","1","1","1","4933","1","961","","146","146","146","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#63_01933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2013","","Phage protein","1","1","1","1","4936","1","959","","146","146","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_8#46_01077","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2014","","Phage protein","1","1","1","1","4926","1","960","","146","146","146","","","","","","19084_7#80_01947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2016","xerD","integrase","1","1","1","1","4928","1","956","","716","716","716","","","","","","19084_7#80_01950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2018","xerD_2","integrase","1","1","1","1","4929","1","955","","716","716","716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#93_01827","","","","","","","","","","",""
"group_204","","transposase","1","1","1","1","4067","1","355","","179","179","179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#11_00891","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2049","","site-specific recombinase, phage integrase family","1","1","1","1","2522","1","2609","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#33_02219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_205","","transposase","1","1","1","1","4065","1","53","","179","179","179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#37_01389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2051","","hypothetical protein","1","1","1","1","2422","17","12","","452","452","452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#70_00435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2053","","chromosome segregation protein","1","1","1","1","2423","17","13","","494","494","494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#70_00434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2061","","biotin carboxylase","1","1","1","1","3044","1","2018","","518","518","518","","","","","","","","","","","","","","","","","","","","","19084_8#111_02058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2083","lytA_2","V8-like Glu-specific endopeptidase","1","1","1","1","4520","207","2","","314","314","314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12291_1#4_00570","","","","","",""
"cbpI_1","","choline binding protein CbpI","1","1","1","1","5134","388","3","","197","197","197","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#46_01576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_209","","glycyl-tRNA synthetase subunit alpha","1","1","1","1","3674","1","365","","305","305","305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#24_00894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2096","","FtsK/SpoIIIE family","1","1","1","1","846","1","1898","","692","692","692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12291_1#20_00236"
"group_21","","chlorohydrolase","1","1","1","1","606","","","","203","203","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#71_01883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2103","","hypothetical protein","1","1","1","42","1","206","4","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","110","110","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12291_1#7_02133","","","",""
"group_213","","glycyl-tRNA synthetase subunit alpha","1","1","1","1","3428","1","364","","305","305","305","","","","","","","","","","","","","","19084_7#96_00654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_218","","transposase family protein","1","1","1","1","2648","1","2909","","266","266","266","","","","","","","","","19084_7#87_01927","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_224","","transposase family protein","1","1","1","1","3681","1","375","","509","509","509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_4#86_02131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_225","","transposase family protein","1","1","1","5","1","107","1","Investigate","266","266","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_4#86_02145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_226","","transposase","1","1","1","1","1824","1","56","","179","179","179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#69_01439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_228","","degenerate transposase","1","1","1","1","2481","1","40","","266","266","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#66_01178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_229","","transposase","1","1","1","1","2482","1","39","","161","161","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#66_01179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_234","","transposase","1","1","1","1","3429","1","363","","266","266","266","","","","","","","","","","","","","","19084_7#96_00655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_238","","degenerate transposase","1","1","1","1","3658","1","55","","266","266","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#12_02214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_241","","degenerate transposase","1","1","1","1","2478","1","437","","266","266","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_4#76_00082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_242","","transposase","1","1","1","1","2723","104","1","","161","161","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_4#76_00076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2446","","phage protein","1","1","1","1","2021","1","1346","","434","434","434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#71_01993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2521","","hypothetical protein","1","1","1","14","1","267","1","Investigate","590","590","590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#12_02242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_254","","putative type I RM modification enzyme","1","1","1","1","3877","1","1774","","371","371","371","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#46_00593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_257","","restriction modification system DNA specificity subunit","1","1","1","1","3708","1","1761","","1061","1061","1061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12291_1#1_01571","","","","","","","",""
"group_259","","type I restriction enzyme","1","1","1","1","4665","","","","545","545","545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13154_2#34_02242","","","","","","","","",""
"group_268","","transposase-like protein, IS1239","1","1","1","1","4240","12","3","","224","224","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#33_02145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2687","","hypothetical protein","1","1","1","1","2327","181","6","","1454","1454","1454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12291_1#6_00193","","","","",""
"group_2688","","hypothetical protein","1","1","1","15","1","370","1","Investigate","608","608","608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12291_1#6_02259","","","","",""
"group_272","","IS1239, transposase","1","1","1","1","1851","1","2154","","665","665","665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#12_00409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_278","","PblB","1","1","1","40","1","230","1","Investigate","386","386","386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_8#9_02193","","","","","","","","","","","","","","","","","","","","","","",""
"group_2805","","hypothetical protein","1","1","1","1","1627","183","3","","1160","1160","1160","19084_7#73_01468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_283","","PblB","1","1","1","4","1","106","1","Investigate","4220","4220","4220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#79_02190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_288","","degenerate transposase","1","1","1","1","3722","1","2150","","527","527","527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_4#95_01435","","","","","","","","","",""
"group_2897","","3-ketoacyl-ACP reductase","1","1","1","1","1857","1","2162","","587","587","587","","19084_7#74_00435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2917","","cell envelope integrity inner membrane protein TolA","1","1","1","1","2344","181","82","","4454","4454","4454","","19084_7#74_01150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2924","cbpA","choline binding protein A","1","1","1","1","868","384","1","","2060","2060","2060","","19084_7#74_01361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2925","","hypothetical protein","1","1","1","1","648","1","1906","","311","311","311","","19084_7#74_01412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2926","","hypothetical protein","1","1","1","1","649","1","1905","","362","362","362","","19084_7#74_01413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2933","","hypothetical protein","1","1","1","1","4263","1","179","","743","743","743","","19084_7#74_01537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2934","","Protein of unknown function DUF262","1","1","1","1","4262","1","178","","1097","1097","1097","","19084_7#74_01538","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2939","","hypothetical protein","1","1","1","1","3789","29","4","","224","224","224","","19084_7#74_01613","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2940","","phage integrase (pseudogene)","1","1","1","1","2950","","","","185","185","185","","19084_7#74_01901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2944","","YjcQ protein","1","1","1","1","1136","1","1430","","335","335","335","","19084_7#74_01912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2945","","hypothetical protein","1","1","1","1","1135","1","1431","","371","371","371","","19084_7#74_01913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2946","","Abortive infection bacteriophage resistance protein","1","1","1","1","1134","1","1432","","1001","1001","1001","","19084_7#74_01914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2947","","hypothetical protein","1","1","1","1","1133","1","1433","","164","164","164","","19084_7#74_01915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2950","","hypothetical protein","1","1","1","34","1","383","1","Investigate","620","620","620","","19084_7#74_02110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2951","","hypothetical protein","1","1","1","35","1","382","1","Investigate","143","143","143","","19084_7#74_02111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2964","","hypothetical protein","1","1","1","1","2067","1","1204","","89","89","89","","","19084_7#75_00319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2980","","hypothetical protein","1","1","1","1","5033","1","1303","","338","338","338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11657_4#76_02142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_302","","Membrane protein","1","1","1","1","5220","1","274","","353","353","353","","","","","","","","","","","19084_7#89_02240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_303","","Membrane protein","1","1","1","1","533","1","248","","380","380","380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12291_1#20_02149"
"group_3121","","cell envelope integrity inner membrane protein TolA","1","1","1","1","1626","183","1","","3782","3782","3782","","","","","19084_7#78_01347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3122","","hypothetical protein","1","1","1","24","1","188","1","Investigate","476","476","476","","","","","19084_7#78_02175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3135","","hypothetical protein","1","1","1","1","1622","181","105","","626","626","626","","","","","","19084_7#80_00847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_314","","DNA or RNA helicases of superfamily II","1","1","1","1","3585","405","1","","491","491","491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12838_1#61_01849","","",""
"group_315","","DNA or RNA helicases of superfamily II","1","1","1","1","3588","1","186","","1265","1265","1265","","19084_7#74_00883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3168","","hypothetical protein","1","1","1","1","2322","181","8","","2072","2072","2072","","","","","","19084_7#80_01468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cbpA_2","","choline-binding surface protein A","1","1","1","1","1503","395","1","","1256","1256","1256","","","","","","19084_7#80_01536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3185","","hypothetical protein","1","1","1","52","1","393","1","Investigate","440","440","440","","","","","","19084_7#80_02180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_32","","transposase","1","1","1","55","1","254","1","Investigate","287","287","287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#89_02161","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3214","","metallo-beta-lactamase superfamily protein","1","1","1","1","2167","314","1","","113","113","113","","","","","","","19084_7#85_01177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3217","","putative ICE protein","1","1","1","1","4852","1","576","","263","263","263","","","","","","","19084_7#85_01303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3218","","hypothetical protein","1","1","1","1","4851","1","575","","143","143","143","","","","","","","19084_7#85_01304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3219","sftA","FtsK/SpoIIIE protein","1","1","1","1","4850","1","574","","1316","1316","1316","","","","","","","19084_7#85_01305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lytA_8","","lytic amidase (N-acetylmuramoyl-L-alanine amidase)","1","1","1","13","1","269","1","Investigate","314","314","314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#38_02286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3220","","hypothetical protein","1","1","1","1","4849","1","563","","221","221","221","","","","","","","19084_7#85_01306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
