"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_NP_0007","GPS_NP_0011","GPS_NP_0012","GPS_NP_0014","GPS_NP_0022","GPS_NP_0032","GPS_NP_0034","GPS_NP_0045","GPS_NP_0055","GPS_NP_0064","GPS_NP_1068","GPS_NP_1179","GPS_NP_1229","GPS_NP_1248","GPS_NP_1253","GPS_NP_1362","GPS_NP_1367","GPS_NP_1378","GPS_NP_1381","GPS_NP_2025","GPS_NP_2111","GPS_NP_2394","GPS_NP_2454","GPS_NP_2513","GPS_NP_2560","GPS_NP_4001","GPS_NP_4027","GPS_NP_4038","GPS_NP_4057","GPS_NP_4071","GPS_NP_4073","GPS_NP_4109","GPS_NP_4122","GPS_NP_4137","GPS_NP_4141","GPS_NP_4161","GPS_NP_4176","GPS_NP_4179","GPS_NP_6036","GPS_NP_6094","GPS_NP_6181","GPS_NP_6305","GPS_NP_6396","GPS_NP_6555","GPS_NP_6623","GPS_NP_6701","GPS_NP_6741","GPS_NP_6855","GPS_NP_6976","GPS_NP_8017","GPS_NP_8019","GPS_NP_8024","GPS_NP_8036","GPS_NP_8042","GPS_NP_8052","GPS_NP_8081","GPS_NP_8088","GPS_NP_8101","GPS_NP_8104","GPS_NP_8105","GPS_NP_8108","GPS_NP_8113","GPS_NP_8142","GPS_NP_8146","GPS_NP_8167","GPS_NP_8174","GPS_NP_8178","GPS_NP_8182","GPS_NP_8185","GPS_NP_8190","GPS_NP_8224","GPS_NP_8227","GPS_NP_8230","GPS_NP_8235","GPS_NP_8244","GPS_NP_8265","GPS_NP_8274","GPS_NP_8278","GPS_NP_9018","GPS_NP_9025","GPS_NP_9027","GPS_NP_9038","GPS_NP_9044","GPS_NP_9062","GPS_NP_9067","GPS_NP_9073","GPS_NP_9080","GPS_NP_9087","GPS_NP_9094","GPS_NP_9095","GPS_NP_9121","GPS_NP_9135","GPS_NP_9141","GPS_NP_9149","GPS_NP_9151","GPS_NP_9153","GPS_NP_9154","GPS_NP_9157","GPS_NP_9161","GPS_NP_9170"
"group_3668","","hypothetical protein","12","12","1","1","2918","1","1455","","671","671","671","","","","","16288_7#20_01486","16288_3#12_01309","","16288_8#60_01013","","","","","","","","","","","","","","","","","","","","","16288_4#83_01025","","","","","","","","","","16288_5#54_01524","","16288_5#75_01822","17138_5#13_01696","","","","","","","","","","","","","","","","","","","","29102_1#74_01997","","29102_1#189_00071","","","","","","","","","","","","","","","","28832_1#278_01982","","29102_1#97_00975","","","29102_1#213_01511","","","","","","","","","","","","","","",""
"galE_3","","UDP-glucose 4-epimerase","12","12","1","1","2919","1","1456","","1028","1028","1028","","","","","16288_7#20_01487","16288_3#12_01310","","16288_8#60_01012","","","","","","","","","","","","","","","","","","","","","16288_4#83_01026","","","","","","","","","","16288_5#54_01525","","16288_5#75_01823","17138_5#13_01695","","","","","","","","","","","","","","","","","","","","29102_1#74_01998","","29102_1#189_00070","","","","","","","","","","","","","","","","28832_1#278_01983","","29102_1#97_00974","","","29102_1#213_01512","","","","","","","","","","","","","","",""
"group_3670","","biotin carboxylase","12","12","1","1","2920","1","1457","","1244","1244","1244","","","","","16288_7#20_01488","16288_3#12_01311","","16288_8#60_01011","","","","","","","","","","","","","","","","","","","","","16288_4#83_01027","","","","","","","","","","16288_5#54_01526","","16288_5#75_01824","17138_5#13_01694","","","","","","","","","","","","","","","","","","","","29102_1#74_01999","","29102_1#189_00069","","","","","","","","","","","","","","","","28832_1#278_01984","","29102_1#97_00973","","","29102_1#213_01513","","","","","","","","","","","","","","",""
"group_3671","","major facilitator superfamily permease","12","12","1","1","2921","1","1458","","407","407","407","","","","","16288_7#20_01489","16288_3#12_01312","","16288_8#60_01010","","","","","","","","","","","","","","","","","","","","","16288_4#83_01028","","","","","","","","","","16288_5#54_01527","","16288_5#75_01825","17138_5#13_01693","","","","","","","","","","","","","","","","","","","","29102_1#74_02000","","29102_1#189_00068","","","","","","","","","","","","","","","","28832_1#278_01985","","29102_1#97_00972","","","29102_1#213_01514","","","","","","","","","","","","","","",""
"group_3672","","ABC transporter permease","12","12","1","1","2922","1","1459","","752","752","752","","","","","16288_7#20_01490","16288_3#12_01313","","16288_8#60_01009","","","","","","","","","","","","","","","","","","","","","16288_4#83_01029","","","","","","","","","","16288_5#54_01528","","16288_5#75_01826","17138_5#13_01692","","","","","","","","","","","","","","","","","","","","29102_1#74_02001","","29102_1#189_00067","","","","","","","","","","","","","","","","28832_1#278_01986","","29102_1#97_00971","","","29102_1#213_01515","","","","","","","","","","","","","","",""
"maa","","maltose O-acetyltransferase","12","12","1","1","6099","186","1","","557","557","557","","","","","16288_7#20_01633","16288_3#12_01216","","","","16288_3#43_00948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#54_01674","","16288_5#75_01919","17138_5#13_01588","","","","","","","","","","","","","","","","","","","","29102_1#74_01684","","","","","","","","","","","","","","","","","28832_1#134_00690","28832_1#278_01042","","","","28832_1#223_00361","29102_1#213_01810","","","","","","","","","28832_1#162_01678","","","","","",""
"group_3677","","family 2 glycosyl transferase","12","12","1","1","6116","10","1","","173","173","173","","","","","16288_7#20_01638","16288_3#12_01211","","","","16288_3#43_00944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#54_01669","","","17138_5#13_01584","","","","","","","","","","","","","28832_1#160_00221","","","","","","","","","29102_1#189_00685","","","","","","","","","","","","","","","28832_1#134_00694","","","","","","29102_1#213_01805","","","29102_1#57_01854","","","29102_1#227_00634","","","28832_1#162_01673","","","","","",""
"group_381","","GBSi1, group II intron, maturase","12","12","1","1","1859","1","916","","170","281","216","","","","","","","","","","16288_3#43_01855","","","","","","","","","","","","","","16288_4#49_00231","16288_4#52_01121","","","","","","","","","","","","","","","","","","","","","16288_6#49_01438","","","","","","28832_1#113_00896","","","","28832_1#245_01309","","","28832_1#229_00229","","","","","","","29102_1#43_00739","29102_1#185_01605","","29102_1#14_00962","29102_1#144_00589","","","","29102_1#108_00217","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3883","scrA","PTS system IIABC components","12","12","1","1","3242","293","2","","1937","1937","1937","","","","","","","","16288_8#60_00492","","","","16288_7#55_01001","","","","","","","","","","","","","","","","","16288_4#83_00849","","","","","16288_5#31_00136","","","","16288_5#45_00678","","","","","","","","","","","","","","","","","28832_1#160_01061","","","28832_1#145_01322","","","","","","","","","","","","","","29102_1#217_00909","29102_1#290_01477","","","","","","","","","","","","","","","","","","","29102_1#33_01410","","28832_1#162_00144","28832_1#332_01428","","","","",""
"pncM","","immunity protein PncM","12","12","1","1","5933","1","309","","179","179","179","","","","","","","","16288_8#60_01807","","","","","","","","","","16288_8#47_01050","16288_8#50_02182","","","","","","","","","","16288_4#83_01672","","","","","","","","","","","","","","","16288_6#30_01363","17138_5#31_00379","","","","","","","","28832_1#125_01045","","","","","","","","","","","","","","29102_1#185_01556","","","","","","","29102_1#108_00165","","","","","","","","","","","","","","","","","","","","28832_1#162_01282","","28832_1#273_00739","29102_1#167_00074","","",""
"group_3963","","type II restriction endonuclease","12","12","1","1","2671","220","2","","3254","3254","3254","","","","","","","","","","","17138_5#56_00334","","","","","","","","","","","","","","","","","","","","","","16288_5#23_01422","","16288_5#33_00482","16288_5#40_00216","16288_5#44_01145","","","","","","","","","","","","","","","","","","","28832_1#245_00682","","","28832_1#229_00662","","28832_1#340_00367","","","","","","","29102_1#270_01502","","","","","","","","","29102_1#125_00173","","","","","","","","","","","","","29102_1#209_00086","","","","","","","","29102_1#90_01769","",""
"group_3972","","phage protein","12","12","1","1","6287","1","3504","","419","419","419","","","","","","","","","","","17138_5#56_01708","16288_7#55_00268","","","","","","","","","","","","","","","","","","","","","16288_5#23_00519","","","","","16288_5#45_00201","","","","","","","","","","","","","","","","","","","","28832_1#145_00991","","28832_1#253_00338","","","","","","","","","","","","29102_1#217_01271","29102_1#290_01609","","","","","","","","","","","","","28832_1#189_00612","","","29102_1#230_01533","","","29102_1#33_01699","","","28832_1#332_00762","","","","",""
"group_3973","","hypothetical protein","12","12","1","1","6288","1","3503","","209","209","209","","","","","","","","","","","17138_5#56_01709","16288_7#55_00267","","","","","","","","","","","","","","","","","","","","","16288_5#23_00518","","","","","16288_5#45_00200","","","","","","","","","","","","","","","","","","","","28832_1#145_00990","","28832_1#253_00337","","","","","","","","","","","","29102_1#217_01270","29102_1#290_01608","","","","","","","","","","","","","28832_1#189_00611","","","29102_1#230_01534","","","29102_1#33_01700","","","28832_1#332_00761","","","","",""
"hsdM2","","type I restriction-modification system methylation subunit","12","12","1","1","2236","1","2229","","278","278","278","","","","","","","","","","","","16288_7#55_01405","","","16288_7#83_00952","16288_8#40_01784","","","","","16288_3#81_01580","","16288_4#43_01454","","","","","","","16288_5#5_01729","","","","","","","","","","","","","","","","","","","","","","","","28832_1#324_01249","","","","28832_1#145_01544","","","","","28832_1#265_00931","","29102_1#200_01888","","29102_1#185_00610","","","","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#332_01650","","","","",""
"group_4184","","FIG00627694: hypothetical protein","12","12","1","1","4291","1","1803","","383","383","383","","","","","","","","","","","","","","","16288_7#83_00821","","","","","","","","","","","16288_4#59_00606","16288_4#69_00870","16288_4#73_01771","","","","","","","","","","","","","","","","","17138_5#31_01399","","","","16288_8#64_01727","28832_1#91_00271","","","","","","","","","","","","","","","","","29102_1#185_00740","","","","","","","29102_1#108_01790","","29102_1#183_01797","","","","","","","","","","","","","","","29102_1#227_00233","","","","","","29102_1#167_00709","","",""
"group_4188","","Tn916 hypothetical protein","12","12","1","1","4111","1","1365","","230","230","230","","","","","","","","","","","","","","","","","","","","","","16288_3#54_01321","","","","16288_4#59_00627","","16288_4#73_01792","","","","","","","","16288_5#40_01692","","","16288_5#54_00726","","","","","","","","17138_5#34_00335","","16288_8#64_01705","28832_1#91_01054","","","","","","","","","","","","","","","","","","","29102_1#14_00381","","","","","","","","","","","","","","","28832_1#223_01628","","","","","","","29102_1#227_00212","29102_1#33_01833","","","","","","","",""
"spnII-interrupted-N","","type II restriction endonuclease","12","12","1","1","2668","220","1","","1871","1886","1873","","","","","","","","","","","17138_5#56_00333","","","","","","","","","","","","","","","","","","","","","","16288_5#23_01423","","16288_5#33_00481","16288_5#40_00215","16288_5#44_01144","","","","","","","","","","","","","","","","","","","28832_1#245_00681","","","28832_1#229_00661","","28832_1#340_00366","","","","","","","29102_1#270_01501","","","","","","","","","29102_1#125_00172","","","","","","","","","","","","","29102_1#209_00087","","","","","","","","29102_1#90_01768","",""
"nanE2_2","","N-acetylmannosamine-6-phosphate 2-epimerase 2 (ManNAc-6-P epimerase 2)","12","12","1","1","4076","1","3762","","698","698","698","","","","","","","","","","","","","","","","","16288_8#44_02115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#91_00015","","","","","","28832_1#245_00583","","","28832_1#229_00567","","","","","","","","","","29102_1#14_02043","","","29102_1#217_00569","","","","29102_1#183_01687","","","28832_1#134_01122","","29102_1#101_01144","29102_1#97_01787","29102_1#41_01286","","","","29102_1#71_01371","","","","","","","","","","","","",""
"cbp9","","choline-binding protein Cbp9","12","12","1","1","1095","1","2466","","665","1019","987","","","","","","","","","","","","","","","","","","","","","","","16288_4#43_00729","","","","","","","16288_5#5_00298","","","","","","","","","","","","17138_5#13_01356","16288_6#15_00610","","","","","","","","","28832_1#113_00166","","28832_1#324_00084","","","","","","","","","28832_1#265_00287","","","","","","","29102_1#144_01018","29102_1#133_00534","","","","","","","","","","","","","","","","29102_1#71_02116","","","29102_1#209_00897","","","","","","","","29102_1#90_00599","",""
"group_716","","transposase","12","13","1.09","1","1091","1","539","","158","449","270","","","","","","","","","","","","","","","","16288_8#40_00141","","16288_8#47_00204","","","","16288_3#54_00383","","","","","","","","","","","","","16288_5#33_01565	16288_5#33_01566","16288_5#40_00730","","","","","","","","","","16288_6#49_00574","","","","","","","","","","","28832_1#116_00961","","","","","29102_1#74_00800","","29102_1#189_02019","","29102_1#43_00176","","","","","","","","29102_1#108_00788","","","","","","","","","","","","","","","","","","","","","","28832_1#273_00116","","","",""
"group_750","","hypothetical protein","12","12","1","1","6219","1","2051","","224","1193","459","","","16288_7#10_00722","","16288_7#20_00729","16288_3#12_00398","","","","","","","","","16288_7#83_00056","","","","","","","16288_3#54_00123","","","","","","","","","","","","","","","","","","","16288_5#75_00842","","","","","","","","","","28832_1#9_00612","","","","","","","","","","","29102_1#74_01399","","29102_1#189_00633","","","","","","","","","","","","","","29102_1#186_00985","","28832_1#278_00973","","","","","29102_1#213_00589","","","","","","","","","","","","","","",""
"group_898","wzd","capsular polysaccharide biosynthesis protein Cps14C","12","12","1","1","199","1","643","","692","692","692","","","","16288_7#12_00346","16288_7#20_01879","16288_3#12_01555","","","","","","","","","","","","16288_8#47_01717","","","","","","","","","","","","","","","","","","","","","","","16288_5#75_01936","","","","","16288_6#49_00595","","","","","","","","28832_1#324_00114","","","28832_1#116_01551","","","","","","","","","","","29102_1#270_00356","","","","","","","","","","","28832_1#134_02133","","","29102_1#97_02168","","","","","","","","","","","","","","","","","28832_1#157_00185",""
"group_96","","transposase","12","12","1","1","5287","1","173","","344","476","414","","","","","","","","","","","17138_5#56_01574","","","16288_7#82_01291","","","","","","","16288_3#81_01936","","","","","","16288_4#69_01245","","","","","","","","","","","16288_5#45_01162","","","","","","","","","","","16288_8#64_00939","28832_1#91_00376","","","","","","","28832_1#116_00144","","","28832_1#253_01273","","","","","","","","","","","","","","","","29102_1#183_00051","","","","","29102_1#101_00184","","","","","","","","","","","","","","","28832_1#273_01825","","","",""
"group_964","licR_1","PTS system transporter subunit IIB","12","12","1","1","81","1","1619","","1025","1973","1820","","","","16288_7#12_00389","","","16288_3#14_01765","","","","","","","","","16288_8#40_00572","","","","","","","","","16288_4#52_01392","","16288_4#69_01494","","","","16288_5#46_00146","16288_5#19_00039","","","","","","","","","","","","","","","","","","28832_1#91_01458","","","","","28832_1#160_00003","","","","","","","","","","","29102_1#43_00234","","","","","","","","29102_1#108_00893","","","","","","","29102_1#101_01760","","","","","","","","","","","","","","","","","","",""
"group_995","","integral membrane protein","12","12","1","1","5272","5","13","","314","590","544","","","","","","","","","","","","","16288_7#74_02123","","","","16288_8#44_01241","","","","","","","","","16288_4#59_02061","","16288_4#73_01849","","","","","","","16288_5#33_02040","","","","","","","","","","","","17138_5#34_01558","","16288_8#64_01766","","","","","","","28832_1#245_02025","28832_1#116_00169","","","","28832_1#340_01186","","","","","","","","","","","","","","","","","","","","","","","28832_1#223_01826","","","","","","29102_1#209_01521","","","","","","","","","",""
"group_1132","","Membrane protein","11","11","1","1","595","1","2117","","125","245","135","","","","","","","","","","16288_3#43_00221","","","16288_7#74_01891","","","","","","","","","","","","","","16288_4#69_00194","","","","","","","","","","","","","","","","","","17138_5#31_00525","","","","","28832_1#91_01658","","","","","","","","28832_1#145_01066","","","","","","","29102_1#200_00738","","","","","","","","","","","29102_1#183_00618","","","","","29102_1#101_01641","","","","","","","","","","","","","","28832_1#332_00838","","29102_1#167_00755","","",""
"group_1186","","phage protein","11","11","1","1","860","1","3098","","350","350","350","","17138_5#50_01818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#46_01177","","","","","","","","","16288_5#60_02199","","17138_5#13_01835","16288_6#15_00843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#186_01986","","28832_1#278_02124","","","","","29102_1#213_01253","","29102_1#71_01964","","29102_1#230_01901","","","","","","","","","29102_1#90_01915","",""
"group_1189","","transcriptional regulator","11","11","1","1","4438","15","12","","446","446","446","","","","","","","","","","","","","","","","16288_8#40_01113","","","16288_8#50_00203","16288_3#71_01077","","","","","","","","16288_4#73_01895","","","","","","","16288_5#33_01039","","","","","","","","","","","","","","16288_8#64_01954","","","","28832_1#125_02096","","","","28832_1#116_02146","","","28832_1#253_01194","28832_1#340_01326","","","","","","","","","","","","","","29102_1#320_01650","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1385","ald_1","alanine dehydrogenase","11","11","1","1","2168","1","216","","263","839","403","","","","","","","","","","","","","16288_7#74_00181","","16288_7#83_01531","","16288_8#44_01783","","","","","","","","","","","","","","","","","","","","","","","","","","16288_6#15_01972","","","","","16288_6#73_01375","","","","","","","","","","","","","","29102_1#74_01106","","29102_1#189_00171","","","29102_1#185_00535","","","","","","","","","","","29102_1#186_01489","","","","","","","","","","29102_1#57_01308","","","","","","","","","","","","29102_1#54_00103"
"group_1431","tetM","tetracycline resistance protein TetM","11","11","1","1","4558","1","1354","","1016","1919","1836","","","","","16288_7#20_00536","16288_3#12_01537","","","","","","","","","","","","","","","","","","","","16288_4#59_00617","","16288_4#73_01782","","","","","","","","","","","","","16288_5#75_01185","17138_5#13_02061","","","","","","","","","","","","","","","","","","","","","","29102_1#189_01875","","","","","","","","","","","","","","","","28832_1#278_01266","","","","28832_1#223_01618","29102_1#213_01060","","","","","","29102_1#227_00222","","","","","","","","",""
"group_1454","","transcriptional regulator","11","11","1","1","1471","1","3538","","137","404","345","","","","","","","","","","","","","","16288_7#82_00127","","","","","","","","","","","","","","","","","","","16288_5#23_02069","","","","","","","","16288_5#75_00118","","","","","","","16288_6#73_00206","","","","","","","","","","","28832_1#229_01132","","","","","","","","","","29102_1#14_01717","","29102_1#133_02044","","","29102_1#108_02050","","","","","","","","","","","29102_1#213_00693","","","","","","29102_1#227_02132","","","","","","29102_1#167_01611","","",""
"group_1474","","transporter, major facilitator family protein","11","11","1","1","6248","1","1999","","995","1226","1205","","","","","","","","","","","","","","","","16288_8#40_01368","","","","","","","","16288_4#49_01406","","","","16288_4#73_01553","","16288_5#5_01763","","","","","16288_5#33_01740","","","16288_5#45_01980","","","","","","","","","","16288_6#73_01727","","","","","","","","","","","","","","","","","","29102_1#43_00407","","","29102_1#14_00701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#157_01930","29102_1#54_01122"
"group_1483","","phage protein","11","11","1","1","853","1","3116","","116","116","116","","","16288_7#10_02050","","16288_7#20_02120","","","","","","","","","","","","","16288_8#47_00086","","","","","","","","","","","","","","","","","","","","","16288_5#54_02155","16288_5#60_02203","","","","","","","","","","","","","","28832_1#324_00814","","","","","","","","","","","","","","","29102_1#14_01506","","","","","","","29102_1#183_00526","","","","28832_1#278_01525","29102_1#101_02142","","","","","","29102_1#71_01966","","","","","","","","","","","","",""
"group_1485","","putative holin 1","11","11","1","1","870","1","2666","","416","416","416","","","16288_7#10_02053","","16288_7#20_02117","","","","","","","","","","","","","","","","","16288_3#54_01054","16288_4#43_01748","","","","","","","","16288_5#46_01178","","","","","","","","16288_5#54_02158","16288_5#60_02200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#183_00529","","","","28832_1#278_01522","29102_1#101_02145","","","","","","","","29102_1#230_01900","","","","","","","","","","",""
"group_1581","","phage protein","11","11","1","1","1572","1","2620","","272","281","277","","","","","","","","","","","","16288_7#55_00036","","","","","16288_8#44_00502","","16288_8#50_01927","","","","","","","","","","","","","","","","","","","","","","16288_5#75_00126","","16288_6#15_01514","","","","","16288_6#73_00214","","","","","28832_1#125_00454","","","","","","","","","","","","","","","","29102_1#14_00050","","","","","","","","","","","","","","","28832_1#223_01198","29102_1#213_00701","","","","","","","","","","","","","","28832_1#157_01817",""
"group_1596","hyaD_2","glycosyl transferase","11","11","1","1","3171","197","47","","566","884","855","","","","","","","","","","","17138_5#56_00808","","16288_7#74_00670","","","","","16288_8#47_01010","","","","","","","","","","","","","","","16288_5#23_00006","","","","","16288_5#45_00902","","","","","16288_6#15_02032","","","","","","","","","","","","","","","","","","","","","","29102_1#200_00011","","","","","","","","","29102_1#108_00490","","","","29102_1#186_00914","","","","","","","","","","","29102_1#230_01509","","","","","","","28832_1#273_01097","","","",""
"group_1722","","IS861 transposase Orf1","11","11","1","1","1039","1","3582","","224","536","497","","","","","","","","","","","","","","","","","","16288_8#47_00298","","","","16288_3#54_01914","","","","16288_4#59_01334","","","","","","","","","","","","16288_5#45_00339","","","","","","","","","17138_5#34_02185","","","","","28832_1#113_00688","","","","","","","","","","","","","","29102_1#43_00536","","","","29102_1#144_00797","","","","29102_1#108_01896","","29102_1#183_01035","","","","","","","","","","","","","","","","29102_1#33_00426","","","","","","","",""
"group_1785","","phage protein","11","11","1","1","1510","1","3535","","503","524","518","","","","","","","","","","","","","","16288_7#82_00124","","","","","","","","","16288_4#43_01419","","","","","16288_4#73_01108","","","","","16288_5#23_02071","","","","","","","","","17138_5#13_00845","","","","16288_6#49_01794","","","16288_8#64_01225","","","","","28832_1#324_01582","","","28832_1#116_01620","","","","","","28832_1#265_01183","","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#227_02129","","","","","","","","",""
"group_1848","","phage-like protein","11","11","1","1","3064","48","3","","188","452","428","","","","16288_7#12_01531","","16288_3#12_00546","","","","","","","","","","16288_8#40_01200","","","","","","","","","16288_4#52_00567","","","","","","","","","","","","16288_5#44_00761","","16288_5#54_01162","","","","","","","","17138_5#34_01040","","","","","","28832_1#125_01328","","","","","","","","","","","29102_1#189_00480","","","","","","","","","","29102_1#108_01553","","","","","","","","","","","","","","","","","","29102_1#33_00869","","","","","","","",""
"group_1958","","IS1239 transposase","11","11","1","1","5274","5","1","","92","755","539","","","","","","","","","","","","","16288_7#74_02124","","","","16288_8#44_01242","16288_8#47_01858","","","","","","","","","","16288_4#73_01848","","","","16288_5#19_01807","","","","","","","","","","","","","17138_5#31_01804","","","","16288_8#64_01765","","","","","","","","28832_1#116_00168","","","","","","","","","","29102_1#185_02162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#273_01801","","29102_1#90_01095","",""
"group_1982","","hypothetical protein","11","11","1","1","2257","1","1744","","797","1250","1208","","","","","16288_7#20_00557","","","","","","","","16288_7#74_01656","","","","16288_8#44_01107","","","","","","","","","","","","","","","","","16288_5#31_01584","","","","16288_5#45_01682","16288_5#54_00695","","16288_5#75_01207","17138_5#13_02037","16288_6#15_01656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#217_01998","29102_1#290_01931","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2124","","Replication initiation protein","11","11","1","1","3352","1","65","","1043","1043","1043","16288_3#7_00809","17138_5#50_01428","","","","","","","16288_3#34_00349","","","","","","","","","","","","","","","","","16288_4#59_00872","","","","","","16288_5#19_00366","","","","","","","","","","","","","","","","16288_6#73_00569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#134_00250","","","29102_1#97_00322","","","","","","","29102_1#230_01731","","","","","","","","29102_1#167_01275","","","29102_1#54_01650"
"group_2278","","prophage protein","11","11","1","1","690","1","3164","","380","380","380","","","16288_7#10_01784","","","","","","","","","","","","","","","","","","","16288_3#54_01047","","","","","","","","","16288_5#46_00849","","","","","","","","","","","","","","","","","","","","","","","28832_1#324_00809","","","","28832_1#145_01847","","","","","28832_1#265_00884","","","","","","","","","","","","","","","","","","","","","28832_1#223_01980","","","29102_1#71_01386","","29102_1#230_01907","","29102_1#227_01999","","","","","28832_1#273_02213","","","",""
"group_2306","ssb","single-strand binding protein family","11","11","1","1","4991","1","2824","","416","416","416","","","16288_7#10_01751","","","","","","","","","","","","","","","","","","","","","","16288_4#52_00844","","","","","","","","","","","","","16288_5#45_01789","","","","","16288_6#15_00805","","","","","","","28832_1#91_02043","28832_1#9_01899","","","","","28832_1#245_01770","","28832_1#145_01815","","","","","","","","","","","","","","","","","","","","","","","","29102_1#97_02036","","","","","","","","","","","","","","28832_1#273_02140","","","28832_1#157_01576",""
"group_2307","","hypothetical protein","11","11","1","1","4993","1","2826","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","209","209","209","","","16288_7#10_01753","","","","","","","","","","","","","","","","","","","","","","16288_4#52_00842","","","","","","","","","","","","","16288_5#45_01791","","","","","16288_6#15_00807","","","","","","","28832_1#91_02045","28832_1#9_01897","","","","","28832_1#245_01772","","28832_1#145_01817","","","","","","","","","","","","","","","","","","","","","","","","29102_1#97_02034","","","","","","","","","","","","","","28832_1#273_02142","","","28832_1#157_01574",""
"group_2308","","phage protein","11","11","1","1","4994","1","2827","","329","329","329","","","16288_7#10_01754","","","","","","","","","","","","","","","","","","","","","","16288_4#52_00841","","","","","","","","","","","","","16288_5#45_01792","","","","","16288_6#15_00808","","","","","","","28832_1#91_02046","28832_1#9_01896","","","","","28832_1#245_01773","","28832_1#145_01818","","","","","","","","","","","","","","","","","","","","","","","","29102_1#97_02033","","","","","","","","","","","","","","28832_1#273_02143","","","28832_1#157_01573",""
"group_2654","","hypothetical protein","11","11","1","1","790","1","3125","","191","191","191","16288_3#7_01060","17138_5#50_02083","","","","","","","16288_3#34_01830","","","16288_7#55_01569","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#54_01960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#14_01861","","","","","","","29102_1#183_00508","","","28832_1#134_00614","","","29102_1#97_01741","29102_1#41_01557","","","","29102_1#71_02081","","","","","","","","","","","","",""
"group_2829","","hypothetical protein","11","11","1","1","4985","1","2816","","185","185","185","","","16288_7#10_01747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#45_01783","","","","","16288_6#15_00799","","","","","","","28832_1#91_02039","28832_1#9_01905","","","","","28832_1#245_01764","","28832_1#145_01809","","","","","","","","","","","","","","","","","","","","","","","","29102_1#97_02040","","28832_1#223_01943","","","","","","","","","","","","28832_1#273_02134","","","28832_1#157_01582",""
"group_2832","","holliday junction resolvase","11","11","1","1","4995","1","2828","","428","431","429","","","16288_7#10_01755","","","","","","","","","","","","","","","","","","","","","","16288_4#52_00840","","","","","","","","","","","","","16288_5#45_01793","","","","","16288_6#15_00809","","","","","","","28832_1#91_02047","28832_1#9_01895","","","","","28832_1#245_01774","","28832_1#145_01819","","","","","","","","","","","","","","","","","","","","","","","","29102_1#97_02032","","","","","","","","","","","","","","28832_1#273_02144","","","28832_1#157_01572",""
"group_2856","","hyptothetic protein","11","11","1","1","3713","1","2975","","203","203","203","","","","16288_7#12_00923","","","","16288_8#60_01638","","","","","","","","","","","","16288_3#71_02078","","","16288_4#43_01373","","","","","","16288_4#83_00385","16288_5#5_01991","","","","","","","","","","16288_5#60_01829","","","","","","","","","","","","","","28832_1#324_02178","","","","","","28832_1#253_02016","","","28832_1#265_02204","","","","","","","","29102_1#133_01670","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2876","","Chromosome segregation ATPase","11","11","1","1","2600","1","1970","","590","620","617","","","","","16288_7#20_01001","","","","","","17138_5#56_00307","","","","","","","","16288_8#50_00593","","","16288_3#54_00857","","","","","","","","","","","","","","","","","16288_5#54_00266","","","17138_5#13_01152","","","","","","","","","","","","","","","","","","28832_1#253_01663","","","","29102_1#189_01160","","","29102_1#185_01282","","","","","","","","","","","","","28832_1#278_00890","","","","","29102_1#213_01738","","","","","","","","","","","","","","",""
"group_2926","","hypothetical protein","11","11","1","1","1958","1","914","","260","260","260","","","","","","","16288_3#14_00765","","","","","16288_7#55_01161","","","","","","16288_8#47_01727","","16288_3#71_01604","16288_3#81_01257","","","16288_4#49_00199","","","","","16288_4#83_00613","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#324_01156","","","","","","28832_1#253_00570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#280_00301","","","28832_1#273_00662","","","",""
