ReportingArea,MMWRYear,MMWRWeek,IPD_all,IPD_u5,IPD_o5,School,sub_region_1,mmwr_week,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
TENNESSEE,2016,19,12,0,12,0,,,,,,,,
TEXAS,2016,19,10,3,7,0,,,,,,,,
VERMONT,2016,19,2,0,2,0,,,,,,,,
WISCONSIN,2016,19,2,1,1,0,,,,,,,,
ALABAMA,2016,20,1,1,0,0,,,,,,,,
ALASKA,2016,20,2,1,1,0,,,,,,,,
ARIZONA,2016,20,13,1,12,0,,,,,,,,
CONNECTICUT,2016,20,2,0,2,0,,,,,,,,
DELAWARE,2016,20,2,0,2,0,,,,,,,,
FLORIDA,2016,20,8,0,8,0,,,,,,,,
GEORGIA,2016,20,12,1,11,0,,,,,,,,
LOUISIANA,2016,20,1,0,1,0,,,,,,,,
MAINE,2016,20,4,0,4,0,,,,,,,,
MARYLAND,2016,20,5,0,5,0,,,,,,,,
MISSISSIPPI,2016,20,1,1,0,0,,,,,,,,
MONTANA,2016,20,6,0,6,0,,,,,,,,
NEBRASKA,2016,20,3,0,3,0,,,,,,,,
NEW HAMPSHIRE,2016,20,1,0,1,0,,,,,,,,
NEW MEXICO,2016,20,1,0,1,0,,,,,,,,
NEW YORK,2016,20,24,1,23,0,,,,,,,,
OHIO,2016,20,18,0,18,0,,,,,,,,
PENNSYLVANIA,2016,20,4,0,4,0,,,,,,,,
SOUTH CAROLINA,2016,20,1,0,1,0,,,,,,,,
SOUTH DAKOTA,2016,20,2,0,2,0,,,,,,,,
TENNESSEE,2016,20,15,1,14,0,,,,,,,,
TEXAS,2016,20,20,1,19,0,,,,,,,,
VERMONT,2016,20,1,0,1,0,,,,,,,,
WISCONSIN,2016,20,9,0,9,0,,,,,,,,
ALASKA,2016,21,2,0,2,0,,,,,,,,
ARIZONA,2016,21,16,1,15,0,,,,,,,,
ARKANSAS,2016,21,1,0,1,0,,,,,,,,
FLORIDA,2016,21,9,0,9,0,,,,,,,,
GEORGIA,2016,21,6,0,6,0,,,,,,,,
LOUISIANA,2016,21,3,0,3,0,,,,,,,,
MARYLAND,2016,21,3,0,3,0,,,,,,,,
MICHIGAN,2016,21,5,0,5,0,,,,,,,,
MISSISSIPPI,2016,21,1,0,1,0,,,,,,,,
MONTANA,2016,21,3,0,3,0,,,,,,,,
NEBRASKA,2016,21,2,0,2,0,,,,,,,,
NEW YORK,2016,21,3,1,2,0,,,,,,,,
OHIO,2016,21,19,3,16,0,,,,,,,,
OKLAHOMA,2016,21,0,1,0,0,,,,,,,,
PENNSYLVANIA,2016,21,7,0,7,0,,,,,,,,
SOUTH CAROLINA,2016,21,2,0,2,0,,,,,,,,
SOUTH DAKOTA,2016,21,1,0,1,0,,,,,,,,
TENNESSEE,2016,21,9,0,9,0,,,,,,,,
TEXAS,2016,21,21,1,20,0,,,,,,,,
WISCONSIN,2016,21,2,0,2,0,,,,,,,,
ALASKA,2016,22,3,1,2,0,,,,,,,,
ARIZONA,2016,22,9,2,7,0,,,,,,,,
CONNECTICUT,2016,22,1,0,1,0,,,,,,,,
DELAWARE,2016,22,1,0,1,0,,,,,,,,
FLORIDA,2016,22,14,1,13,0,,,,,,,,
GEORGIA,2016,22,4,1,3,0,,,,,,,,
LOUISIANA,2016,22,4,0,4,0,,,,,,,,
MAINE,2016,22,2,0,2,0,,,,,,,,
MICHIGAN,2016,22,3,0,3,0,,,,,,,,
MISSISSIPPI,2016,22,1,0,1,0,,,,,,,,
NEBRASKA,2016,22,1,0,1,0,,,,,,,,
NEW MEXICO,2016,22,2,1,1,0,,,,,,,,
OHIO,2016,22,25,2,23,0,,,,,,,,
OKLAHOMA,2016,22,0,1,0,0,,,,,,,,
SOUTH CAROLINA,2016,22,6,0,6,0,,,,,,,,
SOUTH DAKOTA,2016,22,1,0,1,0,,,,,,,,
TENNESSEE,2016,22,11,2,9,0,,,,,,,,
TEXAS,2016,22,22,4,18,0,,,,,,,,
VERMONT,2016,22,1,0,1,0,,,,,,,,
WISCONSIN,2016,22,3,1,2,0,,,,,,,,
ARIZONA,2016,23,5,0,5,0,,,,,,,,
ARKANSAS,2016,23,3,0,3,0,,,,,,,,
DELAWARE,2016,23,1,0,1,0,,,,,,,,
FLORIDA,2016,23,10,2,8,0,,,,,,,,
GEORGIA,2016,23,5,0,5,0,,,,,,,,
KANSAS,2016,23,1,0,1,0,,,,,,,,
LOUISIANA,2016,23,8,1,7,0,,,,,,,,
MAINE,2016,23,2,0,2,0,,,,,,,,
MASSACHUSETTS,2016,23,4,0,4,0,,,,,,,,
MICHIGAN,2016,23,8,0,8,0,,,,,,,,
NEBRASKA,2016,23,4,2,2,0,,,,,,,,
NEW YORK,2016,23,17,1,16,0,,,,,,,,
NORTH DAKOTA,2016,23,2,0,2,0,,,,,,,,
OHIO,2016,23,14,1,13,0,,,,,,,,
PENNSYLVANIA,2016,23,6,0,6,0,,,,,,,,
SOUTH DAKOTA,2016,23,1,0,1,0,,,,,,,,
TENNESSEE,2016,23,3,0,3,0,,,,,,,,
TEXAS,2016,23,22,0,22,0,,,,,,,,
WISCONSIN,2016,23,1,0,1,0,,,,,,,,
ALASKA,2016,24,2,0,2,0,,,,,,,,
ARIZONA,2016,24,9,0,9,0,,,,,,,,
ARKANSAS,2016,24,1,0,1,0,,,,,,,,
FLORIDA,2016,24,13,1,12,0,,,,,,,,
GEORGIA,2016,24,6,1,5,0,,,,,,,,
HAWAII,2016,24,1,0,1,0,,,,,,,,
LOUISIANA,2016,24,3,1,2,0,,,,,,,,
MAINE,2016,24,1,0,1,0,,,,,,,,
MARYLAND,2016,24,1,0,1,0,,,,,,,,
MICHIGAN,2016,24,5,1,4,0,,,,,,,,
NEBRASKA,2016,24,1,0,1,0,,,,,,,,
NEW MEXICO,2016,24,3,0,3,0,,,,,,,,
NEW YORK,2016,24,24,1,23,0,,,,,,,,
OHIO,2016,24,15,1,14,0,,,,,,,,
OKLAHOMA,2016,24,0,1,0,0,,,,,,,,
PENNSYLVANIA,2016,24,3,0,3,0,,,,,,,,
TENNESSEE,2016,24,5,1,4,0,,,,,,,,
TEXAS,2016,24,19,1,18,0,,,,,,,,
VERMONT,2016,24,2,0,2,0,,,,,,,,
VIRGINIA,2016,24,1,1,0,0,,,,,,,,
WISCONSIN,2016,24,4,0,4,0,,,,,,,,
ALABAMA,2016,25,7,0,7,0,,,,,,,,
ALASKA,2016,25,2,0,2,0,,,,,,,,
ARIZONA,2016,25,6,0,6,0,,,,,,,,
ARKANSAS,2016,25,2,1,1,0,,,,,,,,
DELAWARE,2016,25,1,0,1,0,,,,,,,,
FLORIDA,2016,25,4,0,4,0,,,,,,,,
GEORGIA,2016,25,6,1,5,0,,,,,,,,
MARYLAND,2016,25,8,1,7,0,,,,,,,,
MICHIGAN,2016,25,2,1,1,0,,,,,,,,
MONTANA,2016,25,2,0,2,0,,,,,,,,
NEBRASKA,2016,25,2,0,2,0,,,,,,,,
NEW HAMPSHIRE,2016,25,1,0,1,0,,,,,,,,
NEW YORK,2016,25,7,0,7,0,,,,,,,,
NORTH DAKOTA,2016,25,1,0,1,0,,,,,,,,
OHIO,2016,25,8,1,7,0,,,,,,,,
PENNSYLVANIA,2016,25,3,0,3,0,,,,,,,,
TENNESSEE,2016,25,5,0,5,0,,,,,,,,
TEXAS,2016,25,18,2,16,0,,,,,,,,
WISCONSIN,2016,25,1,1,0,0,,,,,,,,
ALASKA,2016,26,1,0,1,0,,,,,,,,
ARIZONA,2016,26,6,0,6,0,,,,,,,,
ARKANSAS,2016,26,1,0,1,0,,,,,,,,
FLORIDA,2016,26,9,1,8,0,,,,,,,,
GEORGIA,2016,26,2,1,1,0,,,,,,,,
MAINE,2016,26,1,0,1,0,,,,,,,,
MARYLAND,2016,26,6,0,6,0,,,,,,,,
MISSISSIPPI,2016,26,1,0,1,0,,,,,,,,
NEBRASKA,2016,26,2,0,2,0,,,,,,,,
NEW YORK,2016,26,7,1,6,0,,,,,,,,
NORTH DAKOTA,2016,26,1,0,1,0,,,,,,,,
OHIO,2016,26,14,1,13,0,,,,,,,,
PENNSYLVANIA,2016,26,3,0,3,0,,,,,,,,
RHODE ISLAND,2016,26,2,0,2,0,,,,,,,,
TENNESSEE,2016,26,11,0,11,0,,,,,,,,
TEXAS,2016,26,27,3,24,0,,,,,,,,
VIRGINIA,2016,26,1,1,0,0,,,,,,,,
WISCONSIN,2016,26,2,0,2,0,,,,,,,,
ALABAMA,2016,27,2,0,2,0,,,,,,,,
ARIZONA,2016,27,3,0,3,0,,,,,,,,
ARKANSAS,2016,27,1,0,1,0,,,,,,,,
FLORIDA,2016,27,6,0,6,0,,,,,,,,
GEORGIA,2016,27,3,0,3,0,,,,,,,,
MAINE,2016,27,3,0,3,0,,,,,,,,
MARYLAND,2016,27,3,0,3,0,,,,,,,,
MASSACHUSETTS,2016,27,7,0,7,0,,,,,,,,
MICHIGAN,2016,27,9,0,9,0,,,,,,,,
NEBRASKA,2016,27,5,1,4,0,,,,,,,,
OHIO,2016,27,10,0,10,0,,,,,,,,
PENNSYLVANIA,2016,27,2,0,2,0,,,,,,,,
SOUTH DAKOTA,2016,27,3,0,3,0,,,,,,,,
TENNESSEE,2016,27,5,0,5,0,,,,,,,,
TEXAS,2016,27,11,1,10,0,,,,,,,,
VERMONT,2016,27,1,0,1,0,,,,,,,,
WISCONSIN,2016,27,3,0,3,0,,,,,,,,
ALABAMA,2016,28,1,0,1,0,,,,,,,,
ARIZONA,2016,28,3,0,3,0,,,,,,,,
ARKANSAS,2016,28,2,0,2,0,,,,,,,,
FLORIDA,2016,28,13,5,8,0,,,,,,,,
GEORGIA,2016,28,4,0,4,0,,,,,,,,
IDAHO,2016,28,0,1,0,0,,,,,,,,
MAINE,2016,28,1,0,1,0,,,,,,,,
MARYLAND,2016,28,2,0,2,0,,,,,,,,
MASSACHUSETTS,2016,28,6,0,6,0,,,,,,,,
MICHIGAN,2016,28,2,0,2,0,,,,,,,,
NEBRASKA,2016,28,2,0,2,0,,,,,,,,
NEW YORK,2016,28,10,2,8,0,,,,,,,,
NORTH DAKOTA,2016,28,1,0,1,0,,,,,,,,
OHIO,2016,28,8,0,8,0,,,,,,,,
PENNSYLVANIA,2016,28,3,0,3,0,,,,,,,,
SOUTH CAROLINA,2016,28,1,1,0,0,,,,,,,,
SOUTH DAKOTA,2016,28,3,0,3,0,,,,,,,,
TENNESSEE,2016,28,6,0,6,0,,,,,,,,
TEXAS,2016,28,22,3,19,0,,,,,,,,
WISCONSIN,2016,28,2,0,2,0,,,,,,,,
ALASKA,2016,29,3,0,3,0,,,,,,,,
ARIZONA,2016,29,1,1,0,0,,,,,,,,
FLORIDA,2016,29,6,1,5,0,,,,,,,,
GEORGIA,2016,29,2,0,2,0,,,,,,,,
HAWAII,2016,29,1,0,1,0,,,,,,,,
IDAHO,2016,29,0,1,0,0,,,,,,,,
MARYLAND,2016,29,8,0,8,0,,,,,,,,
MICHIGAN,2016,29,3,0,3,0,,,,,,,,
NEBRASKA,2016,29,4,0,4,0,,,,,,,,
NEW HAMPSHIRE,2016,29,1,0,1,0,,,,,,,,
NEW YORK,2016,29,14,2,12,0,,,,,,,,
OHIO,2016,29,7,2,5,0,,,,,,,,
PENNSYLVANIA,2016,29,1,0,1,0,,,,,,,,
TENNESSEE,2016,29,3,0,3,0,,,,,,,,
TEXAS,2016,29,11,2,9,0,,,,,,,,
WISCONSIN,2016,29,1,0,1,0,,,,,,,,
ALASKA,2016,30,2,0,2,0,,,,,,,,
ARIZONA,2016,30,5,1,4,0,,,,,,,,
FLORIDA,2016,30,3,0,3,0,,,,,,,,
GEORGIA,2016,30,3,0,3,0,,,,,,,,
MARYLAND,2016,30,6,1,5,0,,,,,,,,
MASSACHUSETTS,2016,30,1,0,1,0,,,,,,,,
MICHIGAN,2016,30,2,0,2,0,,,,,,,,
MISSISSIPPI,2016,30,2,0,2,0,,,,,,,,
NEW YORK,2016,30,9,1,8,0,,,,,,,,
OHIO,2016,30,8,0,8,0,,,,,,,,
PENNSYLVANIA,2016,30,4,0,4,0,,,,,,,,
TENNESSEE,2016,30,5,0,5,0,,,,,,,,
TEXAS,2016,30,14,1,13,0,,,,,,,,
ALASKA,2016,31,2,0,2,0,,,,,,,,
ARIZONA,2016,31,1,0,1,0,,,,,,,,
ARKANSAS,2016,31,2,0,2,0,,,,,,,,
GEORGIA,2016,31,3,0,3,0,,,,,,,,
IDAHO,2016,31,0,1,0,0,,,,,,,,
LOUISIANA,2016,31,6,0,6,0,,,,,,,,
MARYLAND,2016,31,5,1,4,0,,,,,,,,
MASSACHUSETTS,2016,31,3,0,3,0,,,,,,,,
MISSISSIPPI,2016,31,4,1,3,0,,,,,,,,
MONTANA,2016,31,1,0,1,0,,,,,,,,
NEBRASKA,2016,31,2,0,2,0,,,,,,,,
NEW MEXICO,2016,31,1,0,1,0,,,,,,,,
NEW YORK,2016,31,12,0,12,0,,,,,,,,
OHIO,2016,31,6,1,5,0,,,,,,,,
SOUTH DAKOTA,2016,31,2,0,2,0,,,,,,,,
TENNESSEE,2016,31,8,0,8,0,,,,,,,,
TEXAS,2016,31,9,1,8,0,,,,,,,,
WISCONSIN,2016,31,2,0,2,0,,,,,,,,
ALASKA,2016,32,2,1,1,0,,,,,,,,
ARIZONA,2016,32,4,0,4,0,,,,,,,,
ARKANSAS,2016,32,1,0,1,0,,,,,,,,
FLORIDA,2016,32,4,2,2,0,,,,,,,,
GEORGIA,2016,32,4,0,4,0,,,,,,,,
HAWAII,2016,32,1,0,1,0,,,,,,,,
LOUISIANA,2016,32,2,0,2,0,,,,,,,,
MAINE,2016,32,2,0,2,0,,,,,,,,
MARYLAND,2016,32,3,0,3,0,,,,,,,,
MICHIGAN,2016,32,3,0,3,0,,,,,,,,
MISSISSIPPI,2016,32,4,1,3,0,,,,,,,,
NEBRASKA,2016,32,2,0,2,0,,,,,,,,
NEW MEXICO,2016,32,1,0,1,0,,,,,,,,
NEW YORK,2016,32,6,0,6,0,,,,,,,,
NORTH DAKOTA,2016,32,2,0,2,0,,,,,,,,
OHIO,2016,32,5,1,4,0,,,,,,,,
PENNSYLVANIA,2016,32,3,1,2,0,,,,,,,,
SOUTH DAKOTA,2016,32,1,0,1,0,,,,,,,,
TENNESSEE,2016,32,9,0,9,0,,,,,,,,
TEXAS,2016,32,11,0,11,0,,,,,,,,
VERMONT,2016,32,1,0,1,0,,,,,,,,
WISCONSIN,2016,32,1,0,1,0,,,,,,,,
ARIZONA,2016,33,3,1,2,0,,,,,,,,
ARKANSAS,2016,33,1,0,1,0,,,,,,,,
FLORIDA,2016,33,8,3,5,0,,,,,,,,
GEORGIA,2016,33,3,0,3,0,,,,,,,,
KENTUCKY,2016,33,1,0,1,0,,,,,,,,
MAINE,2016,33,2,0,2,0,,,,,,,,
MARYLAND,2016,33,6,1,5,0,,,,,,,,
MICHIGAN,2016,33,2,1,1,0,,,,,,,,
MONTANA,2016,33,1,0,1,0,,,,,,,,
NEBRASKA,2016,33,5,0,5,0,,,,,,,,
NEW YORK,2016,33,11,0,11,0,,,,,,,,
OHIO,2016,33,5,1,4,0,,,,,,,,
PENNSYLVANIA,2016,33,3,0,3,0,,,,,,,,
TENNESSEE,2016,33,1,0,1,0,,,,,,,,
TEXAS,2016,33,7,0,7,0,,,,,,,,
WISCONSIN,2016,33,1,0,1,0,,,,,,,,
ALASKA,2016,34,2,0,2,0,,,,,,,,
ARIZONA,2016,34,10,1,9,0,,,,,,,,
ARKANSAS,2016,34,1,1,0,0,,,,,,,,
FLORIDA,2016,34,6,0,6,0,,,,,,,,
GEORGIA,2016,34,4,1,3,0,,,,,,,,
HAWAII,2016,34,1,0,1,0,,,,,,,,
MARYLAND,2016,34,1,0,1,0,,,,,,,,
MICHIGAN,2016,34,2,0,2,0,,,,,,,,
NEBRASKA,2016,34,2,0,2,0,,,,,,,,
NEW YORK,2016,34,9,0,9,0,,,,,,,,
OHIO,2016,34,4,0,4,0,,,,,,,,
PENNSYLVANIA,2016,34,2,0,2,0,,,,,,,,
TENNESSEE,2016,34,6,0,6,0,,,,,,,,
TEXAS,2016,34,14,0,14,0,,,,,,,,
ALASKA,2016,35,5,0,5,0,,,,,,,,
ARIZONA,2016,35,7,1,6,0,,,,,,,,
ARKANSAS,2016,35,2,0,2,0,,,,,,,,
FLORIDA,2016,35,1,1,0,0,,,,,,,,
GEORGIA,2016,35,6,1,5,0,,,,,,,,
MARYLAND,2016,35,3,1,2,0,,,,,,,,
MASSACHUSETTS,2016,35,4,0,4,0,,,,,,,,
MICHIGAN,2016,35,2,0,2,0,,,,,,,,
MISSISSIPPI,2016,35,2,0,2,0,,,,,,,,
NEBRASKA,2016,35,3,0,3,0,,,,,,,,
NEW MEXICO,2016,35,1,0,1,0,,,,,,,,
OHIO,2016,35,5,0,5,0,,,,,,,,
OKLAHOMA,2016,35,0,1,0,0,,,,,,,,
PENNSYLVANIA,2016,35,4,0,4,0,,,,,,,,
SOUTH CAROLINA,2016,35,1,0,1,0,,,,,,,,
TENNESSEE,2016,35,8,0,8,0,,,,,,,,
TEXAS,2016,35,6,0,6,0,,,,,,,,
VERMONT,2016,35,2,0,2,0,,,,,,,,
WISCONSIN,2016,35,2,0,2,0,,,,,,,,
ALASKA,2016,36,2,0,2,0,,,,,,,,
ARIZONA,2016,36,7,0,7,0,,,,,,,,
ARKANSAS,2016,36,1,0,1,0,,,,,,,,
FLORIDA,2016,36,7,2,5,0,,,,,,,,
GEORGIA,2016,36,6,0,6,0,,,,,,,,
KENTUCKY,2016,36,2,0,2,0,,,,,,,,
MAINE,2016,36,1,0,1,0,,,,,,,,
MICHIGAN,2016,36,2,0,2,0,,,,,,,,
MISSISSIPPI,2016,36,2,1,1,0,,,,,,,,
NEW MEXICO,2016,36,2,1,1,0,,,,,,,,
NEW YORK,2016,36,11,0,11,0,,,,,,,,
OHIO,2016,36,11,1,10,0,,,,,,,,
RHODE ISLAND,2016,36,2,0,2,0,,,,,,,,
SOUTH CAROLINA,2016,36,3,0,3,0,,,,,,,,
TENNESSEE,2016,36,6,0,6,0,,,,,,,,
TEXAS,2016,36,9,0,9,0,,,,,,,,
WISCONSIN,2016,36,1,0,1,0,,,,,,,,
ALABAMA,2016,37,2,0,2,0,,,,,,,,
ALASKA,2016,37,3,0,3,0,,,,,,,,
ARIZONA,2016,37,9,1,8,0,,,,,,,,
FLORIDA,2016,37,2,1,1,0,,,,,,,,
GEORGIA,2016,37,5,0,5,0,,,,,,,,
KENTUCKY,2016,37,3,0,3,0,,,,,,,,
MAINE,2016,37,1,0,1,0,,,,,,,,
MARYLAND,2016,37,4,0,4,0,,,,,,,,
MASSACHUSETTS,2016,37,4,1,3,0,,,,,,,,
MISSISSIPPI,2016,37,5,0,5,0,,,,,,,,
NEBRASKA,2016,37,2,0,2,0,,,,,,,,
NEW YORK,2016,37,3,1,2,0,,,,,,,,
NORTH DAKOTA,2016,37,3,0,3,0,,,,,,,,
OHIO,2016,37,13,1,12,0,,,,,,,,
PENNSYLVANIA,2016,37,3,0,3,0,,,,,,,,
RHODE ISLAND,2016,37,2,0,2,0,,,,,,,,
SOUTH CAROLINA,2016,37,3,0,3,0,,,,,,,,
TENNESSEE,2016,37,5,1,4,0,,,,,,,,
TEXAS,2016,37,19,3,16,0,,,,,,,,
WISCONSIN,2016,37,3,0,3,0,,,,,,,,
ALABAMA,2016,38,1,0,1,0,,,,,,,,
ARIZONA,2016,38,6,0,6,0,,,,,,,,
ARKANSAS,2016,38,1,0,1,0,,,,,,,,
DELAWARE,2016,38,1,0,1,0,,,,,,,,
FLORIDA,2016,38,7,1,6,0,,,,,,,,
GEORGIA,2016,38,6,0,6,0,,,,,,,,
KENTUCKY,2016,38,2,0,2,0,,,,,,,,
MARYLAND,2016,38,2,0,2,0,,,,,,,,
MICHIGAN,2016,38,3,0,3,0,,,,,,,,
MISSISSIPPI,2016,38,1,0,1,0,,,,,,,,
NEBRASKA,2016,38,2,1,1,0,,,,,,,,
NEW MEXICO,2016,38,3,0,3,0,,,,,,,,
NEW YORK,2016,38,5,0,5,0,,,,,,,,
OHIO,2016,38,13,0,13,0,,,,,,,,
SOUTH CAROLINA,2016,38,1,0,1,0,,,,,,,,
SOUTH DAKOTA,2016,38,1,0,1,0,,,,,,,,
TENNESSEE,2016,38,4,0,4,0,,,,,,,,
TEXAS,2016,38,16,1,15,0,,,,,,,,
UTAH,2016,38,1,1,0,0,,,,,,,,
VERMONT,2016,38,1,0,1,0,,,,,,,,
WISCONSIN,2016,38,2,0,2,0,,,,,,,,
ALABAMA,2016,39,2,0,2,0,,,,,,,,
ALASKA,2016,39,1,0,1,0,,,,,,,,
ARIZONA,2016,39,3,0,3,0,,,,,,,,
ARKANSAS,2016,39,1,0,1,0,,,,,,,,
FLORIDA,2016,39,9,0,9,0,,,,,,,,
GEORGIA,2016,39,5,0,5,0,,,,,,,,
KENTUCKY,2016,39,4,2,2,0,,,,,,,,
MAINE,2016,39,1,0,1,0,,,,,,,,
MARYLAND,2016,39,3,0,3,0,,,,,,,,
MICHIGAN,2016,39,4,0,4,0,,,,,,,,
MISSISSIPPI,2016,39,4,0,4,0,,,,,,,,
NEBRASKA,2016,39,1,0,1,0,,,,,,,,
NEVADA,2016,39,1,0,1,0,,,,,,,,
NEW YORK,2016,39,9,3,6,0,,,,,,,,
NORTH DAKOTA,2016,39,2,0,2,0,,,,,,,,
OHIO,2016,39,12,2,10,0,,,,,,,,
OKLAHOMA,2016,39,0,1,0,0,,,,,,,,
PENNSYLVANIA,2016,39,5,0,5,0,,,,,,,,
SOUTH CAROLINA,2016,39,1,0,1,0,,,,,,,,
TENNESSEE,2016,39,9,1,8,0,,,,,,,,
TEXAS,2016,39,9,2,7,0,,,,,,,,
UTAH,2016,39,2,0,2,0,,,,,,,,
WISCONSIN,2016,39,2,1,1,0,,,,,,,,
ALASKA,2016,40,1,0,1,0,,,,,,,,
ARIZONA,2016,40,8,1,7,0,,,,,,,,
FLORIDA,2016,40,7,2,5,0,,,,,,,,
GEORGIA,2016,40,1,1,0,0,,,,,,,,
KENTUCKY,2016,40,3,0,3,0,,,,,,,,
MICHIGAN,2016,40,2,0,2,0,,,,,,,,
MISSISSIPPI,2016,40,3,0,3,0,,,,,,,,
NEBRASKA,2016,40,3,0,3,0,,,,,,,,
NEW HAMPSHIRE,2016,40,1,0,1,0,,,,,,,,
NEW YORK,2016,40,4,0,4,0,,,,,,,,
NORTH DAKOTA,2016,40,1,0,1,0,,,,,,,,
OHIO,2016,40,11,1,10,0,,,,,,,,
PENNSYLVANIA,2016,40,3,0,3,0,,,,,,,,
SOUTH DAKOTA,2016,40,1,0,1,0,,,,,,,,
VERMONT,2016,40,2,0,2,0,,,,,,,,
ALASKA,2016,41,3,0,3,0,,,,,,,,
ARIZONA,2016,41,7,1,6,0,,,,,,,,
FLORIDA,2016,41,11,2,9,0,,,,,,,,
GEORGIA,2016,41,4,1,3,0,,,,,,,,
KENTUCKY,2016,41,3,0,3,0,,,,,,,,
MAINE,2016,41,2,0,2,0,,,,,,,,
MARYLAND,2016,41,5,0,5,0,,,,,,,,
MASSACHUSETTS,2016,41,7,0,7,0,,,,,,,,
MICHIGAN,2016,41,5,0,5,0,,,,,,,,
MISSISSIPPI,2016,41,6,0,6,0,,,,,,,,
NEBRASKA,2016,41,1,0,1,0,,,,,,,,
NEW MEXICO,2016,41,1,0,1,0,,,,,,,,
NEW YORK,2016,41,13,0,13,0,,,,,,,,
NORTH DAKOTA,2016,41,2,0,2,0,,,,,,,,
OHIO,2016,41,8,0,8,0,,,,,,,,
OKLAHOMA,2016,41,0,3,0,0,,,,,,,,
PENNSYLVANIA,2016,41,5,0,5,0,,,,,,,,
SOUTH CAROLINA,2016,41,2,0,2,0,,,,,,,,
SOUTH DAKOTA,2016,41,3,0,3,0,,,,,,,,
TENNESSEE,2016,41,4,0,4,0,,,,,,,,
TEXAS,2016,41,18,1,17,0,,,,,,,,
UTAH,2016,41,4,0,4,0,,,,,,,,
VERMONT,2016,41,1,0,1,0,,,,,,,,
WISCONSIN,2016,41,2,0,2,0,,,,,,,,
ALABAMA,2016,42,2,0,2,0,,,,,,,,
ALASKA,2016,42,3,0,3,0,,,,,,,,
ARIZONA,2016,42,7,0,7,0,,,,,,,,
ARKANSAS,2016,42,1,0,1,0,,,,,,,,
DELAWARE,2016,42,1,0,1,0,,,,,,,,
FLORIDA,2016,42,10,1,9,0,,,,,,,,
GEORGIA,2016,42,6,1,5,0,,,,,,,,
KENTUCKY,2016,42,1,0,1,0,,,,,,,,
MARYLAND,2016,42,11,0,11,0,,,,,,,,
MASSACHUSETTS,2016,42,4,1,3,0,,,,,,,,
MICHIGAN,2016,42,2,0,2,0,,,,,,,,
NEBRASKA,2016,42,3,0,3,0,,,,,,,,
NEW HAMPSHIRE,2016,42,1,0,1,0,,,,,,,,
NEW YORK,2016,42,22,1,21,0,,,,,,,,
NORTH DAKOTA,2016,42,1,0,1,0,,,,,,,,
OHIO,2016,42,13,0,13,0,,,,,,,,
OKLAHOMA,2016,42,0,2,0,0,,,,,,,,
PENNSYLVANIA,2016,42,4,0,4,0,,,,,,,,
SOUTH CAROLINA,2016,42,2,1,1,0,,,,,,,,
TENNESSEE,2016,42,7,0,7,0,,,,,,,,
TEXAS,2016,42,12,2,10,0,,,,,,,,
UTAH,2016,42,1,0,1,0,,,,,,,,
VERMONT,2016,42,2,0,2,0,,,,,,,,
WEST VIRGINIA,2016,42,1,1,0,0,,,,,,,,
WISCONSIN,2016,42,6,0,6,0,,,,,,,,
ALABAMA,2016,43,5,0,5,0,,,,,,,,
ALASKA,2016,43,4,0,4,0,,,,,,,,
ARIZONA,2016,43,8,0,8,0,,,,,,,,
ARKANSAS,2016,43,1,0,1,0,,,,,,,,
FLORIDA,2016,43,5,2,3,0,,,,,,,,
GEORGIA,2016,43,9,0,9,0,,,,,,,,
KENTUCKY,2016,43,2,1,1,0,,,,,,,,
MAINE,2016,43,2,1,1,0,,,,,,,,
MARYLAND,2016,43,9,1,8,0,,,,,,,,
MASSACHUSETTS,2016,43,11,1,10,0,,,,,,,,
MICHIGAN,2016,43,1,0,1,0,,,,,,,,
MISSISSIPPI,2016,43,2,0,2,0,,,,,,,,
MONTANA,2016,43,2,0,2,0,,,,,,,,
NEBRASKA,2016,43,3,1,2,0,,,,,,,,
NEW YORK,2016,43,19,0,19,0,,,,,,,,
OHIO,2016,43,17,0,17,0,,,,,,,,
OKLAHOMA,2016,43,0,1,0,0,,,,,,,,
PENNSYLVANIA,2016,43,7,1,6,0,,,,,,,,
SOUTH CAROLINA,2016,43,2,0,2,0,,,,,,,,
SOUTH DAKOTA,2016,43,5,0,5,0,,,,,,,,
TENNESSEE,2016,43,10,0,10,0,,,,,,,,
TEXAS,2016,43,15,5,10,0,,,,,,,,
UTAH,2016,43,2,0,2,0,,,,,,,,
VERMONT,2016,43,1,0,1,0,,,,,,,,
WISCONSIN,2016,43,1,0,1,0,,,,,,,,
ALABAMA,2016,44,1,0,1,0,,,,,,,,
ALASKA,2016,44,3,0,3,0,,,,,,,,
ARIZONA,2016,44,6,0,6,0,,,,,,,,
DISTRICT OF COLUMBIA,2016,44,1,0,1,0,,,,,,,,
FLORIDA,2016,44,12,2,10,0,,,,,,,,
GEORGIA,2016,44,1,0,1,0,,,,,,,,
IDAHO,2016,44,0,1,0,0,,,,,,,,
KENTUCKY,2016,44,1,0,1,0,,,,,,,,
MAINE,2016,44,3,1,2,0,,,,,,,,
MARYLAND,2016,44,11,0,11,0,,,,,,,,
MASSACHUSETTS,2016,44,6,0,6,0,,,,,,,,
MICHIGAN,2016,44,3,1,2,0,,,,,,,,
